1,group,error
2,0,0
3,1.0,0.9481578042878906
4,2.0,0.7229616075147502
5,3.0,0.6932284427716683
6,4.0,0.3901733312868536
7,5.0,0.7670243479756984
8,6.0,0.5178012713247279
9,7.0,0.708689314429352
10,8.0,0.5226565423035288
11,9.0,0.5923253605971659
12,10.0,0.6118783066641663
13,11.0,0.6326817399067833
14,12.0,0.5830555025769112
15,13.0,0.6252808270650365
16,14.0,0.6388110829498387
17,15.0,0.6985704670458766
18,16.0,0.12769196614299427
19,17.0,0.5730590980372461
20,18.0,0.5670585604201792
21,19.0,0.5769601594686738
22,20.0,0.5458495273863113
23,21.0,0.8333063139307665
24,22.0,0.7235010189760201
25,23.0,0.8525574952049972
26,24.0,0.6408376749299991
27,25.0,0.41032980256590335
28,26.0,0.6516348528106988
29,27.0,0.672409809134076
30,28.0,0.7102800585417215
31,29.0,0.6863122372497257
32,30.0,0.619513582057019
33,31.0,0.5614899051653099
34,32.0,0.746583522760141
35,33.0,0.7974841937543612
36,34.0,0.6615763866334305
37,35.0,0.6578688807879389
38,36.0,0.35879444042658415
39,37.0,0.8141200713971488
40,38.0,0.6026648886411528
41,39.0,0.5462054362765052
42,40.0,0.6432947780827798
43,41.0,0.7595700450187062
44,42.0,0.82710372888585
45,43.0,0.8181329566888208
46,44.0,0.6401640807518895
47,45.0,0.8303680589112143
48,46.0,0.7548543033960249
49,47.0,0.6989437414910266
50,48.0,0.617714565062899
51,49.0,0.7417583526763828
52,50.0,0.6930073652072741
53,51.0,0.7723730024952754
54,52.0,0.8006680186449193
55,53.0,0.8060196104874768
56,54.0,0.8305088574334544
57,55.0,0.7386655823351891
58,56.0,0.8294703853138871
59,57.0,0.7794933830928201
60,58.0,0.8661276012885386
61,59.0,0.7038609798637434
62,60.0,0.7652663318511412
63,61.0,0.88655674025273
64,62.0,0.8472519484167802
65,63.0,0.8606168704125771
66,64.0,0.7889287503333715
67,65.0,0.8274433145625917
68,66.0,0.8443919983987207
69,67.0,0.8696106353785628
70,68.0,0.7532081195938765
71,69.0,0.7953071898771877
72,70.0,0.9128777770370049
73,71.0,0.9813248313717993
74,72.0,0.8987031479879477
75,73.0,0.7819964999535789
76,74.0,0.766596074232638
77,75.0,1.0532093924790462
78,76.0,0.8157630154719843
79,77.0,0.9231947935156706
80,78.0,0.8666223799266616
81,79.0,0.9418833203246887
82,80.0,0.7915553454254789
83,81.0,0.8395798330502262
84,82.0,0.810171314537242
85,83.0,0.7946143635141827
86,84.0,0.8961658510545285
87,85.0,0.8266345943027973
88,86.0,1.0072990905003028
89,87.0,1.0016418134810818
90,88.0,1.0046715351672764
91,89.0,0.9903343519344429
92,90.0,0.9892900207123416
93,91.0,0.8161359769865285
94,92.0,0.8401992395293545
95,93.0,0.7949299658751965
96,94.0,0.7743114353638383
97,95.0,0.9937177413247378
98,96.0,0.9450691190986132
99,97.0,0.832214562463065
100,98.0,1.015497786245761
101,99.0,0.8551334165425132
102,100.0,0.9006420617067921
